,Sëmundje,Simptomë_1,Simptomë_2,Simptomë_3,Simptomë_4
1363,Paraliza (hemorragjia e trurit),të_vjella,dobësitënjërësanëtëtrupit,ndjeshmëritëndryshuar,
1364,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,ndjesiendryshuar,ndjeshmëriendryshuar
1365,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësitënjërësanë,ndjeshmëriendryshuar
1366,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjeshmëriendryshuar
1367,Paraliza (hemorragjia e trurit),dhimbje_koke,dobësienjërësanëtëtrupit,ndjeshmëriaendryshuar,ndjeshmëriendryshuar
1368,Paraliza (hemorragjia e trurit),të_vjella,dobësitënjërësanëtëtrupit,ndjeshmëritëndryshuar,ndjeshmëriendryshuar
1369,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,ndjesitëndryshuar,ndjeshmëriendryshuar
1370,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
1371,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
1372,Verdhëza,të_vjella,lodhje,humbje_peshe,temperaturëtëlartë
1373,Verdhëza,kruarje,lodhje,humbje_peshe,temperaturëtëlartë
1374,Verdhëza,kruarje,të_vjella,humbje_peshe,temperaturëtëlartë
1375,Verdhëza,kruarje,të_vjella,lodhje,temperaturëtëlartë
1376,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
1377,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
1378,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
1379,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
1380,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
1381,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
1382,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
1383,Malaria,të_vjella,temperaturëtëlartë,djersitje,dhimbje_koke
1384,Malaria,të_dridhura,temperaturëtëlartë,djersitje,dhimbje_koke
1385,Malaria,të_dridhura,të_vjella,djersitje,dhimbje_koke
1386,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,dhimbje_koke
1387,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
1388,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
1389,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
1390,Lija e dhenve,kruarje,skuqje_lëkure,lodhje,letargji
1391,Lija e dhenve,Skuqja_e_lëkurës,lodhje,letargji,temperaturëtëlartë
1392,Lija e dhenve,kruarje,lodhje,letargji,temperaturë_e_lartë
1393,Lija e dhenve,kruarje,Skuqja_e_lëkurës,letargji,temperaturëtëlartë
1394,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,temperaturëtëlartë
1395,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
1396,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
1397,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
1398,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
1399,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
1400,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbjekyçesh,të_vjella
1401,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbjekyçesh,të_vjella
1402,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
1403,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
1404,Dengue,të_dridhura,dhimbjekyçesh,të_vjella,lodhje
1405,Dengue,Skuqja_e_lëkurës,dhimbjekyçesh,të_vjella,lodhje
1406,Dengue,Skuqja_e_lëkurës,të_dridhura,të_vjella,lodhje
1407,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,lodhje
1408,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
1409,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbjekyçesh,të_vjella
1410,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1411,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1412,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1413,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1414,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1415,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1416,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1417,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1418,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
1419,Tifoja,të_dridhura,lodhje,temperaturëtëlartë,dhimbje_koke
1420,Hepatiti A,dhimbje_nyjesh,të_vjella,lëkura_e_kuqe,urina_e_errët
1421,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
1422,Hepatiti A,të_vjella,lëkura_e_kuqe,urina_e_errët,nauze
1423,Hepatiti A,dhimbjekyçesh,lëkura_e_kuqe,urina_e_errët,nauze
1424,Hepatiti A,dhimbjekyçesh,të_vjella,urina_e_errët,nauze
1425,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,nauze
1426,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
1427,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
1428,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
1429,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
1430,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
1431,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
1432,Hepatiti B,lodhje,letargji,lëkura_e_kuqe,urina_e_errët
1433,Hepatiti B,kruarje,letargji,lëkura_e_kuqe,urina_e_errët
1434,Hepatiti B,kruarje,lodhje,lëkura_e_kuqe,urina_e_errët
1435,Hepatiti B,kruarje,lodhje,letargji,urina_e_errët
1436,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
1437,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
1438,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
1439,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
1440,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
1441,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
1442,Hepatiti C,lëkura_e_kuqe,nauze,humbja_e_oreksit,zverdhja_e_syve
1443,Hepatiti C,lodhje,nauze,humbjee_apiimët,zverdhja_e_syve
1444,Hepatiti C,lodhje,lëkura_e_kuqe,humbja_e_oreksit,zverdhja_e_syve
1445,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,zverdhja_e_syve
1446,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
1447,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
1448,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
1449,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
1450,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
1451,Hepatiti D,të_vjella,lodhje,lëkura_e_kuqe,urina_e_errët
1452,Hepatiti D,dhimbje_nyjesh,lodhje,lëkura_e_kuqe,urina_e_errët
1453,Hepatiti D,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
1454,Hepatiti D,dhimbje_nyjesh,të_vjella,lodhje,urina_e_errët
1455,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
1456,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
1457,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
1458,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
1459,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
1460,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
1461,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
1462,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
1463,Hepatiti E,të_vjella,lodhje,temperaturëtëlartë,lëkurëtëverdhë
1464,Hepatiti E,dhimbje_nyjesh,lodhje,temperaturë_e_lartë,lëkurëeverdhë
1465,Hepatiti E,dhimbje_nyjesh,të_vjella,temperaturëtëlartë,lëkurëtëverdhë
1466,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
1467,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
1468,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
1469,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
1470,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
1471,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
1472,Hepatiti alkoolik,lëkura_e_kuqe,dhimbje_barku,ënjtje_stomaku,distensioni_barkut
1473,Hepatiti alkoolik,të_vjella,dhimbje_barku,ënjtje_stomaku,zgjerim_barku
1474,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,ënjtja_e_stomakut,zgjerimiibarkut
1475,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,zgjerimiibarkut
1476,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
1477,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
1478,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
1479,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
1480,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
1481,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
1482,Tuberkulozi,të_vjella,lodhje,humbje_peshe,kollë
1483,Tuberkulozi,të_dridhura,lodhje,humbje_peshe,kollë
1484,Tuberkulozi,të_dridhura,të_vjella,humbje_peshe,kollë
1485,Tuberkulozi,të_dridhura,të_vjella,lodhje,kollë
1486,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
1487,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
1488,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
1489,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
1490,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
1491,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
1492,Ftohja e zakonshme,të_dridhura,lodhje,kollë,temperaturë_e_lartë
1493,Ftohja e zakonshme,teshtitje_e_vazhdueshme,lodhje,kollë,temperaturëtëlartë
1494,Ftohja e zakonshme,teshtimaevazhdueshme,të_dridhura,kollë,temperaturë_e_lartë
1495,Ftohja e zakonshme,teshtimaevazhdueshme,të_dridhura,lodhje,temperaturë_e_lartë
1496,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
1497,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
1498,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
1499,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
1500,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
1501,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
1502,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
1503,Pneumonia,lodhje,kollë,temperaturëtëlartë,gulçim
1504,Pneumonia,të_dridhura,kollë,temperaturëtëlartë,gulçim
1505,Pneumonia,të_dridhura,lodhje,temperaturëtëlartë,gulçim
1506,Pneumonia,të_dridhura,lodhje,kollë,gulçim
1507,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
1508,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
1509,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
1510,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjetëpërgjakshme
1511,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitje_tëpërgjakshme
1512,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak
1513,Hemorroidet dimorfike (grumbullat),dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak,acarim_në_anus
1514,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_në_rajonin_anal,jashtëqitje_tëpërgjakshme,acarim_në_anus
1515,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,jashtëqitjemegjak,acarim_në_anus
1516,Hemorroidet dimorfike (grumbullat),kapsllëku,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,acarim_në_anus
1517,Hemorroidet dimorfike (grumbullat),kapsllëku,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak
1518,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitje_tëpërgjakshme
1519,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak
1520,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
1521,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
1522,Sulmi në zemër,gulçim,djersitje,dhimbje_gjoksi,
1523,Sulmi në zemër,të_vjella,djersitje,dhimbje_gjoksi,
1524,Sulmi në zemër,të_vjella,gulçim,dhimbje_gjoksi,
1525,Sulmi në zemër,të_vjella,gulçim,djersitje,
1526,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
1527,Sulmi në zemër,gulçim,djersitje,dhimbje_gjoksi,
1528,Sulmi në zemër,të_vjella,djersitje,dhimbje_gjoksi,
1529,Sulmi në zemër,të_vjella,gulçim,dhimbje_gjoksi,
1530,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
1531,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
1532,Venat me variçe,ngërçe,mavijosje,obezitet,këmbëtëfryra
1533,Venat me variçe,lodhje,mavijosje,obezitet,këmbëtëfryra
1534,Venat me variçe,lodhje,ngërçe,obezitet,këmbëtëfryra
1535,Venat me variçe,lodhje,ngërçe,mavijosje,këmbëtëfryra
1536,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
1537,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
1538,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
1539,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
1540,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimehumori
1541,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimehumori
1542,Hipotireoza,nefitim_tetë,duar_dhekëmbëtëftohta,ndryshimehumori,letargji
1543,Hipotireoza,shtim_peshe,duar_dhekëmbëtëftohta,ndryshimehumori,letargji
1544,Hipotireoza,lodhje,duar_dhekëmbëtëftohta,ndryshimehumori,letargji
1545,Hipotireoza,lodhje,shtim_peshe,ndryshimehumori,letargji
1546,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,letargji
1547,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimehumori
1548,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimet_e_humorit
1549,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimet_e_humorit
1550,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
1551,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
1552,Hipertiroidizmi,ndryshimet_e_humorit,humbje_peshe,shqetësim,djersitje
1553,Hipertiroidizmi,lodhje,humbje_peshe,shqetësim,djersitje
1554,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,shqetësim,djersitje
1555,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,djersitje
1556,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
1557,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
1558,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
1559,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
1560,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
1561,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
1562,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
1563,Hipoglicemia,lodhje,ankthi,djersitje,dhimbje_koke
1564,Hipoglicemia,të_vjella,ankthi,djersitje,dhimbje_koke
1565,Hipoglicemia,të_vjella,lodhje,djersitje,dhimbje_koke
1566,Hipoglicemia,të_vjella,lodhje,ankthi,dhimbje_koke
1567,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
1568,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
1569,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
1570,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
1571,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
1572,Osteoartrozë,Dhimbja_e_qafës,dhimbjaegjurit,dhimbjaenyjevetëijeve,ënjtjaenyjeve
1573,Osteoartrozë,dhimbje_nyjesh,dhimbje_gjuri,dhimbjetënyjevetëkofshës,ënjtje_nyjesh
1574,Osteoartrozë,dhimbjaekyçeve,Dhimbja_e_qafës,dhimbjaenyjevetëijeve,ënjtjaekyçeve
1575,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,dhimbje_gjuri,ënjtje_nyjesh
1576,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
1577,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
1578,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
1579,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
1580,Artriti,dobësi_muskujsh,qafëengurtë,ënjtje_nyjesh,lëvizje_ngurtësi
1581,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
1582,Artriti,qafa_e_ngurtë,ënjtje_nyjesh,ngurtësi_lëvizje,ecje_e_dhimbshme
1583,Artriti,dobësi_muskujsh,ënjtje_nyjesh,ngurtësi_lëvizje,ecje_e_dhimbshme
1584,Artriti,dobësi_muskulare,qafë_ngurtësim,ngurtësi_lëvizje,ecje_e_dhimbshme
1585,Artriti,dobësi_muskujsh,qafëtëngurtë,ënjtje_nyjesh,ecje_e_dhimbshme
1586,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
1587,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
1588,Artriti,dobësi_muskulare,qafëengurtë,ënjtje_nyjesh,lëvizje_ngurtësi
1589,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
1590,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,rrotullime
1591,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
1592,(vertigo) Vertigo Pozicionale Paroymsal,dhimbje_koke,nauze,lëvizje_rrotulluese,humbje_ekuilibri
1593,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,tëpërziera,lëvizjetrrotulluese,humbja_e_ekuilibrit
1594,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,lëvizjetrrotulluese,humbja_e_ekuilibrit
1595,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,nauze,humbjee_ekuilibrit
1596,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
1597,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
1598,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
1599,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,nauze,humbjeeekuilibrit
1600,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
1601,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
1602,Aknet,puçrratëmbushurameqelb,pikatëzeza,gërvishtje,
1603,Aknet,Skuqja_e_lëkurës,pikatëzeza,gërvishtje,
1604,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,gërvishtje,
1605,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,
1606,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
1607,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,
1608,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,gërvishtje,
1609,Aknet,Skuqja_e_lëkurës,pikatëzeza,gërvishtje,
1610,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzës,erëekeqe_urine,ndjesi_e_urinësevazhdueshme
1611,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeeurinës,ndjesi_e_urinësevazhdueshme
1612,Infeksioni i traktit urinar,shqetësimifshikëzës,erëekeqeeurinës,ndjesievazhdueshmeeurinës,
1613,Infeksioni i traktit urinar,djegie_miktruimi,erë_erë_ekeqeurinës,ndjesi_e_konstanteeurinës,
1614,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,ndjesi_e_urinësevazhdueshme,
1615,Infeksioni i traktit urinar,djegie_miktruimi,parehatinëfshikëzënurinare,erë_erëtëkeqetëurinës,
1616,Infeksioni i traktit urinar,djegie_miktruimi,parehatinëfshikëzënurinare,erë_erëtëkeqetëurinës,ndjesi_e_urinëssëvazhdueshme
1617,Infeksioni i traktit urinar,djegie_miktruimi,parehatinëfshikëzënurinare,ndjesi_kontinualeeurinës,
1618,Infeksioni i traktit urinar,shqetësimifshikëzës,erëekeqeeurinës,ndjesievazhdueshmeeurinës,
1619,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzës,ndjesi_e_urinësevazhdueshme,
1620,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
1621,Psoriasis,puçrra_lëkure,dhimbje_nyjesh,lëkurë_lëkure,pluhur_si_argjendi
1622,Psoriasis,dhimbje_nyjesh,lëkurë_lëkure,pluhur_argjendi,dhëmbëzat_e_vogla_në_thonjtë
1623,Psoriasis,skuqje_lëkure,qërim_lëkurë,pluhur_argjendi,gërvishtje_tëvoglanëthonj
1624,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,pluhur_argjendi,gërvishtje_tëvoglanëthonj
1625,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,lëkurë_lëkure,dhëmbëza_të_vogla_në_thonj
1626,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkurë,pluhur_si_argjendi
1627,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
1628,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,lëkurë_lëkure,pluhur_si_argjendi
1629,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,lëkurë_lëkure,pluhur_si_argjendi
1630,Impetigo,Skuqja_e_lëkurës,temperaturëtëlartë,flluskë,plagëtëkuqerrethhundës
1631,Impetigo,Skuqja_e_lëkurës,temperaturëtëlartë,flluskë,plagëtëkuqerrethhundës
1632,Impetigo,ethe_elartë,flluskë,plagëekuqe_rreth_hundës,kore_everdhë
1633,Impetigo,skuqje_lëkure,flluskë,plagë_kuqe_rreth_hundës,kore_everdhë
1634,Impetigo,skuqje_lëkure,flluskë,plagë_kuqe_rreth_hundës,kore_everdhë
1635,Impetigo,skuqje_lëkure,temperaturë_e_lartë,plagë_kuqe_rreth_hundës,kore_everdhë
1636,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluskë,koreeverdhë
1637,Impetigo,Skuqja_e_lëkurës,temperaturëtëlartë,flluskë,plagëtëkuqerrethhundës
1638,Impetigo,skuqje_lëkure,ethe_elartë,flluskë,plagë_kuqe_rreth_hundës
1639,Impetigo,skuqje_lëkure,flluskë,plagë_ekuqe_rreth_hundës,kore_everdhë
1640,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionenyjeshtëlëkurës,njolladiskromike
1641,Infeksion mykotik,Skuqja_e_lëkurës,shpërthimet_e_lëkurës_nyjore,njolladiskromike,
1642,Infeksion mykotik,kruarje,shpërthimet_e_lëkurës_nyjore,njolladiskromike,
1643,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,njolladiskromike,
1644,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,shpërthimetëlëkurësnodal,
1645,Infeksion mykotik,Skuqja_e_lëkurës,shpërthimet_e_lëkurës_nyjore,njolladiskromike,
1646,Infeksion mykotik,kruarje,erupsionetëlëkurësnodale,njolladiskromike,
1647,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,njolladiskromike,
1648,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,shpërthimetëlëkurësnyjore,
1649,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionenyjeshtëlëkurës,njolladiskromike
1650,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
1651,Alergji,dridhje,të_dridhura,lotim_nga_sytë,
1652,Alergji,teshtitjetëvazhdueshme,të_dridhura,lotimngasytë,
1653,Alergji,teshtitje_e_vazhdueshme,dridhje,lotimngasytë,
1654,Alergji,teshtitjetëvazhdueshme,dridhje,të_dridhura,
1655,Alergji,dridhje,të_dridhura,lotim_nga_sytë,
1656,Alergji,teshtitjetëvazhdueshme,të_dridhura,lotimngasytë,
1657,Alergji,teshtitje_e_vazhdueshme,dridhje,lotimngasytë,
1658,Alergji,teshtitjetëvazhdueshme,dridhje,të_dridhura,
1659,Alergji,teshtitje_e_vazhdueshme,dridhje,të_dridhura,lotimngasytë
